index,ordernumber,employeeid,employeename,employee_job_title,orderdate,ordertype,customertype,custid,customername,prodcategory,prodnumber,prod_name,quantity,price,ordertotal
137,1103288,900018213,Alisha Hendricks,Senior Sales Representative,4/4/2019,Retail,Business,2831,Fadel Group,Bath products,BP503,Vanilla and Olive Oil Bar Soap,2,$5.99 ,11.98
138,1103302,900018213,Alisha Hendricks,Senior Sales Representative,4/6/2019,Retail,Individual,1573,Danell Willwood,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,3,$114.00 ,342.0
139,1103303,900018213,Alisha Hendricks,Senior Sales Representative,4/6/2019,Retail,Individual,1685,Kacie MacAvaddy,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,2,$24.50 ,49.0
140,1103393,900018213,Alisha Hendricks,Senior Sales Representative,4/18/2019,Retail,Individual,4075,Aime Burhouse,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,3,$19.50 ,58.5
141,1103450,900018213,Alisha Hendricks,Senior Sales Representative,4/26/2019,Retail,Individual,3400,Jessika Patriche,Bath products,BP501,Vanilla and Olive Bath Salts,4,$8.50 ,34.0
142,1103529,900018213,Alisha Hendricks,Senior Sales Representative,5/5/2019,Retail,Individual,1950,Catlee Royle,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936.0
143,1103669,900018213,Alisha Hendricks,Senior Sales Representative,5/25/2019,Wholesale,Business,2744,Gerhold Group,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,9,$234.00 ,2106.0
144,1103768,900018213,Alisha Hendricks,Senior Sales Representative,6/10/2019,Retail,Individual,3208,Christyna Ciobutaru,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
145,1103791,900018213,Alisha Hendricks,Senior Sales Representative,6/14/2019,Retail,Individual,2996,Hasty Fontell,Bath products,BP500,Vanilla and Olive Oil Body Soap,1,$7.45 ,7.45
146,1103798,900018213,Alisha Hendricks,Senior Sales Representative,6/15/2019,Retail,Individual,3400,Jessika Patriche,Gift Basket,GB105,Chili EVOO Gift Basket,1,$75.00 ,75.0
147,1103807,900018213,Alisha Hendricks,Senior Sales Representative,6/16/2019,Retail,Individual,1174,Janaye Liddle,Bath products,BP505,Vanilla and Olive Oil Lotion,4,$9.99 ,39.96
148,1103820,900018213,Alisha Hendricks,Senior Sales Representative,6/18/2019,Retail,Individual,3965,Annelise Genders,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,$234.00 ,468.0
149,1103914,900018213,Alisha Hendricks,Senior Sales Representative,7/1/2019,Retail,Individual,1879,Gunner Malbon,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,2,$70.00 ,140.0
150,1103954,900018213,Alisha Hendricks,Senior Sales Representative,7/5/2019,Retail,Individual,2630,Robin Kidwell,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,$45.00 ,135.0
151,1103992,900018213,Alisha Hendricks,Senior Sales Representative,7/10/2019,Retail,Individual,2408,Glynis Laguerre,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
152,1103983,900018213,Alisha Hendricks,Senior Sales Representative,7/10/2019,Retail,Individual,1676,Cathlene Bayless,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,4,$114.00 ,456.0
153,1103984,900018213,Alisha Hendricks,Senior Sales Representative,7/10/2019,Retail,Individual,4108,Waylen O'Mohun,Bath products,BP303,Mandarin and Olive Oil Bar Soap,4,$5.99 ,23.96
154,1104193,900018213,Alisha Hendricks,Senior Sales Representative,8/7/2019,Wholesale,Business,2608,Rempel Group,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,1,$234.00 ,234.0
155,1104188,900018213,Alisha Hendricks,Senior Sales Representative,8/7/2019,Retail,Individual,3277,Dulciana Pickup,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
156,1104236,900018213,Alisha Hendricks,Senior Sales Representative,8/14/2019,Retail,Individual,3277,Dulciana Pickup,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,4,$114.00 ,456.0
157,1104244,900018213,Alisha Hendricks,Senior Sales Representative,8/15/2019,Retail,Individual,2630,Robin Kidwell,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,$45.00 ,135.0
158,1104296,900018213,Alisha Hendricks,Senior Sales Representative,8/22/2019,Retail,Individual,2215,Nata Cockett,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
159,1104306,900018213,Alisha Hendricks,Senior Sales Representative,8/24/2019,Retail,Individual,3671,Maryl Mathet,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
160,1104352,900018213,Alisha Hendricks,Senior Sales Representative,8/30/2019,Wholesale,Business,2174,Cummings LLC,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,2,$234.00 ,468.0
161,1104366,900018213,Alisha Hendricks,Senior Sales Representative,9/1/2019,Retail,Individual,1676,Cathlene Bayless,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,2,$26.00 ,52.0
162,1104375,900018213,Alisha Hendricks,Senior Sales Representative,9/3/2019,Retail,Individual,3038,Noam Mariyushkin,Bath products,BP305,Mandarin and Olive Oil Lotion,1,$9.99 ,9.99
163,1104387,900018213,Alisha Hendricks,Senior Sales Representative,9/4/2019,Retail,Individual,4005,Arie Blues,Bath products,BP103,Lavender and Olive Oil Bar Soap,3,$5.99 ,17.97
164,1104516,900018213,Alisha Hendricks,Senior Sales Representative,9/25/2019,Retail,Individual,1174,Janaye Liddle,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
165,1104582,900018213,Alisha Hendricks,Senior Sales Representative,10/5/2019,Retail,Individual,1220,Fonz Fidell,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,$114.00 ,228.0
166,1104676,900018213,Alisha Hendricks,Senior Sales Representative,10/19/2019,Wholesale,Business,2174,Cummings LLC,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,5,$234.00 ,1170.0
167,1104734,900018213,Alisha Hendricks,Senior Sales Representative,10/26/2019,Retail,Individual,2215,Nata Cockett,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,1,$70.00 ,70.0
168,1104813,900018213,Alisha Hendricks,Senior Sales Representative,11/7/2019,Retail,Individual,1220,Fonz Fidell,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
169,1104944,900018213,Alisha Hendricks,Senior Sales Representative,11/26/2019,Wholesale,Business,2744,Gerhold Group,Bath products,BP501,Vanilla and Olive Bath Salts,14,$8.50 ,119.0
170,1105159,900018213,Alisha Hendricks,Senior Sales Representative,12/28/2019,Retail,Individual,1573,Danell Willwood,Gift Basket,GB103,Lemon EVOO Gift Basket,4,$75.00 ,300.0
171,1105181,900018213,Alisha Hendricks,Senior Sales Representative,12/31/2019,Wholesale,Business,2744,Gerhold Group,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,7,$234.00 ,1638.0
172,1105206,900018213,Alisha Hendricks,Senior Sales Representative,1/3/2020,Retail,Individual,1116,Lucinda Dangerfield,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,$234.00 ,468.0
173,1105219,900018213,Alisha Hendricks,Senior Sales Representative,1/5/2020,Retail,Individual,2630,Robin Kidwell,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,2,$19.50 ,39.0
174,1105369,900018213,Alisha Hendricks,Senior Sales Representative,1/28/2020,Retail,Individual,2248,Tania Bover,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,$26.00 ,78.0
175,1105441,900018213,Alisha Hendricks,Senior Sales Representative,2/6/2020,Retail,Individual,1116,Lucinda Dangerfield,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
176,1105472,900018213,Alisha Hendricks,Senior Sales Representative,2/12/2020,Retail,Individual,2179,Arly Jose,Gift Basket,GB101,Infused EVOO Gift Basket,2,$75.00 ,150.0
177,1105495,900018213,Alisha Hendricks,Senior Sales Representative,2/15/2020,Retail,Individual,2665,Spence Haet,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
178,1105580,900018213,Alisha Hendricks,Senior Sales Representative,2/28/2020,Retail,Individual,3935,Dena Munns,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
179,1105600,900018213,Alisha Hendricks,Senior Sales Representative,3/1/2020,Retail,Individual,3665,Bliss Cordoba,Gift Basket,GB106,Basil EVOO Gift Basket,3,$75.00 ,225.0
180,1105683,900018213,Alisha Hendricks,Senior Sales Representative,3/13/2020,Retail,Individual,2601,Whitby Shepeard,Gift Basket,GB102,Rosmary EVOO Gift Basket,4,$75.00 ,300.0
181,1105708,900018213,Alisha Hendricks,Senior Sales Representative,3/16/2020,Wholesale,Business,2608,Rempel Group,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,8,$234.00 ,1872.0
182,1105737,900018213,Alisha Hendricks,Senior Sales Representative,3/21/2020,Retail,Individual,3855,Gratiana Miere,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,4,$14.50 ,58.0
183,1105796,900018213,Alisha Hendricks,Senior Sales Representative,3/28/2020,Retail,Individual,3665,Bliss Cordoba,Bath products,BP105,Lavender and Olive Oil Lotion,3,$9.99 ,29.97
184,1105838,900018213,Alisha Hendricks,Senior Sales Representative,4/3/2020,Retail,Individual,3038,Noam Mariyushkin,Gift Basket,GB300,Deluxe Bath Gift Basket,1,$115.00 ,115.0
185,1106046,900018213,Alisha Hendricks,Senior Sales Representative,5/8/2020,Retail,Individual,2179,Arly Jose,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
186,1106072,900018213,Alisha Hendricks,Senior Sales Representative,5/11/2020,Retail,Individual,1961,Merrel Drawmer,Bath products,BP503,Vanilla and Olive Oil Bar Soap,2,$5.99 ,11.98
187,1106099,900018213,Alisha Hendricks,Senior Sales Representative,5/14/2020,Retail,Individual,2869,Bentley Cawsby,Bath products,BP100,Lavender and Olive Body Soap,3,$7.45 ,22.35
188,1106099,900018213,Alisha Hendrick,Senior Sales Representative,5/14/2020,Retail,Individual,2869,Bentley Cawsby,Bath products,BP100,Lavender and Olive Body Soap,3,$7.45 ,22.35
189,1106135,900018213,Alisha Hendricks,Senior Sales Representative,5/17/2020,Retail,Individual,1918,Tisha Underhill,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,1,$24.50 ,24.5
190,1106266,900018213,Alisha Hendricks,Senior Sales Representative,6/6/2020,Retail,Individual,4018,Billie Barnewille,Gift Basket,GB103,Lemon EVOO Gift Basket,1,$75.00 ,75.0
191,1106423,900018213,Alisha Hendricks,Senior Sales Representative,6/27/2020,Retail,Individual,4075,Aime Burhouse,Bath products,BP105,Lavender and Olive Oil Lotion,3,$9.99 ,29.97
192,1106415,900018213,Alisha Hendricks,Senior Sales Representative,6/27/2020,Retail,Individual,2392,Janaya Cozzi,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,4,$114.00 ,456.0
193,1106424,900018213,Alisha Hendricks,Senior Sales Representative,6/28/2020,Retail,Individual,3171,Maia Baudino,Bath products,BP101,Lavender and Olive Bath Salts,4,$8.50 ,34.0
194,1106466,900018213,Alisha Hendricks,Senior Sales Representative,7/3/2020,Retail,Individual,1470,Nolly Kippax,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,2,$26.00 ,52.0
195,1106514,900018213,Alisha Hendricks,Senior Sales Representative,7/8/2020,Retail,Individual,2726,Eb Jurczik,Gift Basket,GB101,Infused EVOO Gift Basket,3,$75.00 ,225.0
196,1106566,900018213,Alisha Hendricks,Senior Sales Representative,7/14/2020,Retail,Individual,4108,Waylen O'Mohun,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,$26.00 ,78.0
197,1106662,900018213,Alisha Hendricks,Senior Sales Representative,7/27/2020,Wholesale,Business,3737,Gulgowski LLC,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,12,$234.00 ,2808.0
198,1106661,900018213,Alisha Hendricks,Senior Sales Representative,7/27/2020,Retail,Individual,3208,Christyna Ciobutaru,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,1,$30.00 ,30.0
199,1106666,900018213,Alisha Hendricks,Senior Sales Representative,7/27/2020,Retail,Individual,3665,Bliss Cordoba,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,2,$27.00 ,54.0
200,1106672,900018213,Alisha Hendricks,Senior Sales Representative,7/28/2020,Retail,Individual,2726,Eb Jurczik,Bath products,BP101,Lavender and Olive Bath Salts,2,$8.50 ,17.0
201,1106701,900018213,Alisha Hendricks,Senior Sales Representative,7/31/2020,Retail,Individual,1470,Nolly Kippax,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
202,1106733,900018213,Alisha Hendricks,Senior Sales Representative,8/5/2020,Retail,Individual,4018,Billie Barnewille,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,4,$26.00 ,104.0
203,1106747,900018213,Alisha Hendricks,Senior Sales Representative,8/7/2020,Retail,Individual,3855,Gratiana Miere,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,4,$14.50 ,58.0
204,1106819,900018213,Alisha Hendricks,Senior Sales Representative,8/17/2020,Retail,Individual,4012,Krissie Krienke,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,$114.00 ,228.0
205,1106839,900018213,Alisha Hendricks,Senior Sales Representative,8/19/2020,Retail,Individual,2869,Bentley Cawsby,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,$14.50 ,14.5
206,1106933,900018213,Alisha Hendricks,Senior Sales Representative,9/2/2020,Retail,Individual,3659,Chuck Sarvar,Bath products,BP505,Vanilla and Olive Oil Lotion,2,$9.99 ,19.98
207,1106994,900018213,Alisha Hendricks,Senior Sales Representative,9/10/2020,Wholesale,Business,3737,Gulgowski LLC,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,13,$234.00 ,3042.0
208,1107060,900018213,Alisha Hendricks,Senior Sales Representative,9/21/2020,Retail,Individual,3659,Chuck Sarvar,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
209,1107128,900018213,Alisha Hendricks,Senior Sales Representative,10/1/2020,Retail,Individual,3935,Dena Munns,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,2,$234.00 ,468.0
210,1107165,900018213,Alisha Hendricks,Senior Sales Representative,10/7/2020,Retail,Individual,1918,Tisha Underhill,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,$14.50 ,14.5
211,1107211,900018213,Alisha Hendricks,Senior Sales Representative,10/13/2020,Retail,Business,2831,Fadel Group,Bath products,BP102,Lavender and Olive Candle,1,$6.99 ,6.99
212,1107260,900018213,Alisha Hendricks,Senior Sales Representative,10/20/2020,Wholesale,Business,2174,Cummings LLC,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,7,$234.00 ,1638.0
213,1107371,900018213,Alisha Hendricks,Senior Sales Representative,11/6/2020,Retail,Individual,1232,Selia Albrighton,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
214,1107394,900018213,Alisha Hendricks,Senior Sales Representative,11/10/2020,Retail,Individual,2337,Worthington MacGettigen,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,$17.50 ,35.0
215,1107436,900018213,Alisha Hendricks,Senior Sales Representative,11/15/2020,Wholesale,Business,2608,Rempel Group,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,13,$234.00 ,3042.0
216,1107476,900018213,Alisha Hendricks,Senior Sales Representative,11/20/2020,Retail,Individual,3671,Maryl Mathet,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,1,$26.00 ,26.0
217,1107621,900018213,Alisha Hendricks,Senior Sales Representative,12/9/2020,Wholesale,Business,3658,Mayert Group,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,14,$234.00 ,3276.0
218,1107717,900018213,Alisha Hendricks,Senior Sales Representative,12/22/2020,Retail,Individual,1232,Selia Albrighton,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
219,1107760,900018213,Alisha Hendricks,Senior Sales Representative,12/27/2020,Retail,Individual,2996,Hasty Fontell,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
220,1107770,900018213,Alisha Hendricks,Senior Sales Representative,12/28/2020,Retail,Individual,2337,Worthington MacGettigen,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936.0
221,1107861,900018213,Alisha Hendricks,Senior Sales Representative,1/12/2021,Retail,Individual,1950,Catlee Royle,Gift Basket,GB106,Basil EVOO Gift Basket,2,$75.00 ,150.0
222,1107896,900018213,Alisha Hendricks,Senior Sales Representative,1/17/2021,Retail,Individual,2976,Modesty Loche,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,3,$114.00 ,342.0
223,1107931,900018213,Alisha Hendricks,Senior Sales Representative,1/22/2021,Retail,Individual,4032,Marty Tokley,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,$26.00 ,78.0
224,1107942,900018213,Alisha Hendricks,Senior Sales Representative,1/23/2021,Retail,Business,2831,Fadel Group,Bath products,BP300,Mandarin and Olive Body Soap,3,$7.45 ,22.35
225,1107967,900018213,Alisha Hendricks,Senior Sales Representative,1/27/2021,Wholesale,Business,3658,Mayert Group,Bath products,BP505,Vanilla and Olive Oil Lotion,3,$9.99 ,29.97
226,1102877,900016439,Alyssa Smoak,Sales Associate IV,2/1/2019,Wholesale,Business,1544,Koepp Group,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,8,$234.00 ,1872.0
227,1102918,900016439,Alyssa Smoak,Sales Associate IV,2/7/2019,Retail,Individual,1652,Marena Plewman,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,4,$27.00 ,108.0
228,1102993,900016439,Alyssa Smoak,Sales Associate IV,2/17/2019,Retail,Individual,1240,Lynelle Teal,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
229,1102996,900016439,Alyssa Smoak,Sales Associate IV,2/18/2019,Retail,Individual,3011,Ben Yitzhok,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,2,$14.50 ,29.0
230,1103022,900016439,Alyssa Smoak,Sales Associate IV,2/21/2019,Retail,Individual,3310,Cristabel Staig,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,4,$19.50 ,78.0
231,1103097,900016439,Alyssa Smoak,Sales Associate IV,3/8/2019,Retail,Individual,2654,Jaclyn Cleaton,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,3,$70.00 ,210.0
232,1103176,900016439,Alyssa Smoak,Sales Associate IV,3/19/2019,Wholesale,Business,2576,Lang Restaurants,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,7,$234.00 ,1638.0
233,1103230,900016439,Alyssa Smoak,Sales Associate IV,3/26/2019,Retail,Individual,3859,Peter Farryann,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
234,1103238,900016439,Alyssa Smoak,Sales Associate IV,3/28/2019,Retail,Individual,3598,Avery Avey,Bath products,BP302,Mandarin and Olive Candle,2,$6.99 ,13.98
235,1103245,900016439,Alyssa Smoak,Sales Associate IV,3/29/2019,Retail,Individual,2704,Ferdinand Beranek,Gift Basket,GB103,Lemon EVOO Gift Basket,2,$75.00 ,150.0
236,1103319,900016439,Alyssa Smoak,Sales Associate IV,4/8/2019,Retail,Individual,2618,Gherardo Gerlts,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
237,1103339,900016439,Alyssa Smoak,Sales Associate IV,4/10/2019,Wholesale,Business,1936,Stroman Group,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,4,$234.00 ,936.0
238,1103355,900016439,Alyssa Smoak,Sales Associate IV,4/12/2019,Retail,Individual,1894,Peterus Gaskal,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,3,$14.50 ,43.5
239,1103407,900016439,Alyssa Smoak,Sales Associate IV,4/19/2019,Retail,Individual,2565,Cole Harriman,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,$114.00 ,228.0
240,1103412,900016439,Alyssa Smoak,Sales Associate IV,4/21/2019,Retail,Individual,1652,Marena Plewman,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,1,$45.00 ,45.0
241,1103463,900016439,Alyssa Smoak,Sales Associate IV,4/28/2019,Retail,Individual,3975,Saundra Mixture,Gift Basket,GB103,Lemon EVOO Gift Basket,4,$75.00 ,300.0
242,1103474,900016439,Alyssa Smoak,Sales Associate IV,4/28/2019,Retail,Individual,3011,Ben Yitzhok,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,3,$123.00 ,369.0
243,1103485,900016439,Alyssa Smoak,Sales Associate IV,4/29/2019,Wholesale,Business,3624,Schmidt LLC,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,11,$45.00 ,495.0
244,1103499,900016439,Alyssa Smoak,Sales Associate IV,5/1/2019,Wholesale,Business,2686,Greenfelder Group,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,5,$234.00 ,1170.0
245,1103494,900016439,Alyssa Smoak,Sales Associate IV,5/1/2019,Retail,Individual,1966,Cirilo Bristoe,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,1,$114.00 ,114.0
246,1103512,900016439,Alyssa Smoak,Sales Associate IV,5/2/2019,Retail,Individual,1799,Michaelina Lincke,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
247,1103557,900016439,Alyssa Smoak,Sales Associate IV,5/8/2019,Wholesale,Business,2576,Lang Restaurants,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,10,$234.00 ,2340.0
248,1103624,900016439,Alyssa Smoak,Sales Associate IV,5/18/2019,Wholesale,Business,2686,Greenfelder Group,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
249,1103642,900016439,Alyssa Smoak,Sales Associate IV,5/21/2019,Retail,Individual,3637,Lauren Le Pine,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,2,$14.50 ,29.0
250,1103662,900016439,Alyssa Smoak,Sales Associate IV,5/24/2019,Retail,Individual,2231,Renault Savatier,Gift Basket,GB101,Infused EVOO Gift Basket,2,$75.00 ,150.0
251,1103679,900016439,Alyssa Smoak,Sales Associate IV,5/26/2019,Retail,Individual,3975,Saundra Mixture,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
252,1103709,900016439,Alyssa Smoak,Sales Associate IV,6/1/2019,Wholesale,Business,2576,Lang Restaurants,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,12,$234.00 ,2808.0
253,1103755,900016439,Alyssa Smoak,Sales Associate IV,6/9/2019,Retail,Individual,3049,Desmund Grimditch,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
254,1103759,900016439,Alyssa Smoak,Sales Associate IV,6/10/2019,Retail,Individual,1911,Delaney Bulleyn,Bath products,BP505,Vanilla and Olive Oil Lotion,4,$9.99 ,39.96
255,1103780,900016439,Alyssa Smoak,Sales Associate IV,6/13/2019,Retail,Individual,2950,Upton Brighouse,Gift Basket,GB103,Lemon EVOO Gift Basket,2,$75.00 ,150.0
